time,abs_time,Freq_272-y,V_272-y_R,V_272-y_theta,V_272-y_X,V_272-y_Y,Harm_272-y,Freq_363-y,V_363-y_R,V_363-y_theta,V_363-y_X,V_363-y_Y,Harm_363-y,Freq_272-x,V_272-x_R,V_272-x_theta,V_272-x_X,V_272-x_Y,Vout_272-x,Harm_272-x,Freq_363-x,V_363-x_R,V_363-x_theta,V_363-x_X,V_363-x_Y,Vout_363-x,Harm_363-x,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
6.872791,1619168906.679352,36.829,1.02241e-05,-27.546,9.065094304318324e-06,-4.728243443797649e-06,1,13.2165,2.17558e-05,-0.012,2.175579952284191e-05,-4.55652406355267e-09,1,36.83,1.66391e-05,-5.958,1.6549219766969766e-05,-1.7271288065854292e-06,5.0,1,13.217,4.68272e-06,17.304,4.4707802636886485e-06,1.3928353930784695e-06,5.0,1,39.71,49.112,3.539,3.728,3.438,3.618,5.854,3.476,2.27298,2.99996,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
7.076725,1619168906.883286,36.8299,1.02241e-05,-27.552,9.064599114118708e-06,-4.729192712326104e-06,1,13.2165,2.17614e-05,-0.108,2.176136134025779e-05,-4.101924833246206e-08,1,36.83,1.66354e-05,-5.97,1.6545177741982982e-05,-1.7302100006042426e-06,5.0,1,13.217,4.68644e-06,17.358,4.473016150357446e-06,1.398158214309618e-06,5.0,1,39.711,49.112,3.539,3.727,3.438,3.618,5.854,3.476,2.27302,2.99991,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
7.268663,1619168907.075224,36.8299,1.02241e-05,-27.564,9.063608435511547e-06,-4.731091093788399e-06,1,13.216,2.17726e-05,-0.252,2.177238941112967e-05,-9.576058755376066e-08,1,36.83,1.66335e-05,-5.994,1.6542561929439895e-05,-1.7369418702552266e-06,5.0,1,13.217,4.69203e-06,17.418,4.4768832281741195e-06,1.4045148921222835e-06,5.0,1,39.711,49.1,3.539,3.727,3.438,3.618,5.854,3.476,2.27286,2.99994,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
7.4646,1619168907.271161,36.829,1.02232e-05,-27.576,9.061819601520214e-06,-4.732572635417658e-06,1,13.2165,2.17912e-05,-0.396,2.1790679531405165e-05,-1.5060876335692016e-07,1,36.83,1.66298e-05,-6.012,1.653833578679393e-05,-1.7417512575713397e-06,5.0,1,13.217,4.69948e-06,17.52,4.481480176446796e-06,1.414725308501404e-06,5.0,1,39.711,49.1,3.562,3.64,3.438,3.618,5.853,3.476,2.2728,2.99984,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
7.660537,1619168907.467098,36.8299,1.02223e-05,-27.582,9.060526243810853e-06,-4.733104845153424e-06,1,13.217,2.18136e-05,-0.54,2.1812631194959788e-05,-2.055852929252301e-07,1,36.83,1.66242e-05,-6.036,1.653203579912683e-05,-1.7480898078728321e-06,5.0,1,13.217,4.70693e-06,17.622,4.486054936636831e-06,1.4249565363113075e-06,5.0,1,39.704,49.1,3.562,3.64,3.438,3.618,5.853,3.475,2.27305,2.99999,4105.9,0.4,9.0,2.273,3.0,0,0,0.008831523358821869,15.767021943573667
7.856474,1619168907.663035,36.8299,1.02213e-05,-27.588,9.059144243959234e-06,-4.733590524870129e-06,1,13.216,2.1834e-05,-0.672,2.183249827084241e-05,-2.560766558342428e-07,1,36.83,1.66224e-05,-6.054,1.6529695843414512e-05,-1.753093575427452e-06,5.0,1,13.217,4.71438e-06,17.736,4.490306761368048e-06,1.4361490080114938e-06,5.0,1,39.704,49.095,3.572,3.64,3.438,3.618,5.853,3.475,2.27293,2.99984,4106.0,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767300592128178
8.052412,1619168907.858973,36.8309,1.02213e-05,-27.594,9.058648493847223e-06,-4.7345391702804015e-06,1,13.217,2.18527e-05,-0.78,2.1850675059151894e-05,-2.974840321045856e-07,1,36.83,1.66168e-05,-6.072,1.6523575694493437e-05,-1.7576940883856269e-06,5.0,1,13.217,4.71811e-06,17.856,4.490839378259824e-06,1.446694041866115e-06,5.0,1,39.704,49.095,3.572,3.552,3.438,3.618,5.852,3.475,2.27306,2.99982,4105.9,0.4,9.0,2.273,3.0,0,0,0.010013624094426632,15.767021943573667
8.253347,1619168908.059908,36.8299,1.02204e-05,-27.6,9.057355061174706e-06,-4.735070797339035e-06,1,13.2165,2.1875e-05,-0.864,2.1872512906820982e-05,-3.29854727038312e-07,1,36.83,1.66149e-05,-6.09,1.6521133405909637e-05,-1.762683463965281e-06,5.0,1,13.217,4.72183e-06,17.964,4.491643099568733e-06,1.4563038196051618e-06,5.0,1,39.715,49.097,3.572,3.552,3.438,3.618,5.852,3.475,2.273,3.0,4105.9,0.4,9.0,2.273,3.0,0,0,0.00961960107088089,15.767021943573667
8.430289,1619168908.23685,36.8299,1.02195e-05,-27.606,9.056061616506423e-06,-4.735602205426367e-06,1,13.2165,2.18974e-05,-0.918,2.1894589436751636e-05,-3.508278154361621e-07,1,36.83,1.6613e-05,-6.102,1.651887463295693e-05,-1.7659416356867367e-06,5.0,1,13.217,4.72556e-06,18.012,4.493968692593485e-06,1.4612195945817348e-06,5.0,1,39.715,49.097,3.502,3.552,3.438,3.618,5.851,3.475,2.27304,2.99979,4105.9,0.4,9.0,2.273,3.0,0,0,0.008831523358821869,15.767021943573667
8.612232,1619168908.418793,36.8309,1.02195e-05,-27.606,9.056061616506423e-06,-4.735602205426367e-06,1,13.2165,2.19216e-05,-0.936,2.1918674911385177e-05,-3.581015065786607e-07,1,36.83,1.66112e-05,-6.114,1.6516714651200257e-05,-1.769209589287481e-06,5.0,1,13.217,4.72742e-06,18.072,4.494204284642584e-06,1.4665018596306797e-06,5.0,1,39.713,49.097,3.502,3.531,3.438,3.618,5.851,3.475,2.27299,3.00002,4105.9,0.4,9.0,2.273,3.0,0,0,0.010013624094426632,15.767021943573667
8.793173,1619168908.599734,36.8299,1.02185e-05,-27.612,9.054679549221319e-06,-4.7360870463826176e-06,1,13.216,2.19458e-05,-0.942,2.194283402026522e-05,-3.6079467719348833e-07,1,36.83,1.66093e-05,-6.126,1.6514454596281752e-05,-1.7724660440608035e-06,5.0,1,13.217,4.72929e-06,18.084,4.495674669229502e-06,1.468023559943165e-06,5.0,1,39.713,49.106,3.502,3.531,3.438,3.618,5.851,3.475,2.27304,3.00004,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
8.976115,1619168908.782676,36.829,1.02176e-05,-27.612,9.053882053346749e-06,-4.735669912914716e-06,1,13.2165,2.19719e-05,-0.936,2.1968968199650753e-05,-3.5892318500454687e-07,1,36.83,1.66075e-05,-6.132,1.6512479192329365e-05,-1.7740031490642167e-06,5.0,1,13.217,4.73115e-06,18.096,4.4971351080937864e-06,1.469542834370705e-06,5.0,1,39.713,49.106,3.407,3.551,3.438,3.618,5.852,3.475,2.27303,2.99979,4106.0,0.4,9.0,2.273,3.0,0,0,0.007649416569620371,15.767300592128178
9.172051,1619168908.978612,36.8309,1.02167e-05,-27.606,9.053580382343674e-06,-4.734304716686684e-06,1,13.217,2.19942e-05,-0.906,2.199145033202532e-05,-3.47772819615811e-07,1,36.83,1.66075e-05,-6.132,1.6512479192329365e-05,-1.7740031490642167e-06,5.0,1,13.217,4.73301e-06,18.09,4.49905703369013e-06,1.4696494370098484e-06,5.0,1,39.709,49.106,3.407,3.551,3.437,3.618,5.852,3.476,2.27303,2.99992,4105.9,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767021943573667
9.367989,1619168909.17455,36.8299,1.02167e-05,-27.606,9.053580382343674e-06,-4.734304716686684e-06,1,13.217,2.20147e-05,-0.864,2.2012197023533344e-05,-3.319612735693864e-07,1,36.83,1.66075e-05,-6.132,1.6512479192329365e-05,-1.7740031490642167e-06,5.0,1,13.217,4.73301e-06,18.066,4.499672244287306e-06,1.467764747529535e-06,5.0,1,39.709,49.105,3.371,3.551,3.437,3.618,5.852,3.476,2.27295,2.99982,4106.0,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767300592128178
9.563925,1619168909.370486,36.8299,1.02157e-05,-27.606,9.052694227285548e-06,-4.733841327851083e-06,1,13.2165,2.20315e-05,-0.81,2.202929843450005e-05,-3.1145261876191823e-07,1,36.83,1.66075e-05,-6.132,1.6512479192329365e-05,-1.7740031490642167e-06,5.0,1,13.217,4.73674e-06,18.036,4.503986863156205e-06,1.4665633856456167e-06,5.0,1,39.709,49.105,3.371,3.607,3.437,3.618,5.853,3.475,2.27304,3.00005,4106.0,0.4,9.0,2.273,3.0,0,0,0.009225547313690186,15.767300592128178
